ID_CLIENTE|ID_PERSONALIDAD|NVL(MTA.VISTA_PROM,0)|NVL(MTA.PLAZO_PROM,0)|NVL(MTA.FONDOS_PROM,0)|HIPOTECARIO|SDO_COLOCACION|SDO_TDC|SDO_MDD|ID_SEGMENTO|BANCA|CTAS_CERO|ID_ACTIVO
5905751|J|2160179.17|0|0|0|50000000|0|0|6|EMPRESAS|0|1
31843127|J|615592.11|0|0|0|0|0|0|6|EMPRESAS|0|1
25387443|J|20349.72|0|21457.58|0|0|0|0|16|EMPRESAS|0|1
10613065|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
44881702|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
36704039|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
38911836|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|0
25455480|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
45495256|J|0|0|0|0|0|0|0|6|EMPRESAS|0|0
8931313|J|425665.94|0|0|0|0|0|0|6|EMPRESAS|0|1
47949049|J|3166.67|0|0|0|0|0|0|6|EMPRESAS|0|0
25444525|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
10552281|J|0|0|2.14|0|0|0|0|6|EMPRESAS|0|1
28592104|J|0|0|10.68|0|0|0|0|6|EMPRESAS|0|1
40086333|J|949238.2|0|0|0|0|0|0|6|EMPRESAS|0|1
25534026|J|0|0|0|0|0|0|0|43|INSTITUCIONES|0|1
21113669|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|1
25378424|J|593.33|0|0|0|0|0|0|43|INSTITUCIONES|0|0
4829239|J|298307.43|0|0|0|0|0|0|6|EMPRESAS|0|1
35448029|J|8038.12|0|0|0|0|0|0|6|EMPRESAS|0|1
47946347|J|0|0|0|0|0|0|0|6|EMPRESAS|0|0
6390011|J|1827549.69|0|7133741.43|0|0|0|0|43|INSTITUCIONES|0|1
46573052|J|2335355.9|0|0|0|0|0|0|8|EMPRESAS|0|1
19700871|J|23260|0|0|0|0|0|0|6|EMPRESAS|0|0
15013321|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
6908993|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
37520097|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|1
46638537|J|52575.57|0|0|0|0|0|0|6|EMPRESAS|0|1
40574891|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
38934576|J|0|0|0|0|0|0|0|6|EMPRESAS|0|0
20723487|J|0|0|0|0|0|0|0|6|EMPRESAS|0|0
35429475|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
37065412|J|61037.21|0|0|0|0|0|0|2|INSTITUCIONES|0|1
47516707|J|479625.92|0|0|0|0|0|0|6|EMPRESAS|0|1
25452477|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
26990638|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
43842765|J|10220.81|0|0|0|0|0|0|8|EMPRESAS|0|1
43158331|J|40865.2|0|0|0|0|0|0|6|EMPRESAS|0|1
31739157|J|11186.31|0|0|0|4520563.32|0|0|6|EMPRESAS|0|1
29279995|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
8698941|J|70766056.87|0|30.47|0|0|0|0|6|EMPRESAS|0|1
19524059|J|6146.17|0|0|0|0|0|0|6|EMPRESAS|0|1
40205369|J|1644969.73|0|0|0|0|0|0|6|EMPRESAS|0|1
25788588|J|32355.05|0|0|0|0|0|0|8|EMPRESAS|0|1
32103831|J|1508488.64|0|0|0|0|0|0|6|EMPRESAS|0|1
29789121|J|5651.4|0|0|0|0|0|0|6|EMPRESAS|0|1
22936649|J|0|0|0|0|0|0|0|23|INSTITUCIONES|0|1
24467013|J|0|0|0|0|0|0|0|23|INSTITUCIONES|0|1
7625326|F|0|0|0|0|0|0|0|6|EMPRESAS|0|1
14809195|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
44506435|J|5030478.79|0|0|0|0|0|0|6|EMPRESAS|0|1
47130349|J|29060.88|0|0|0|0|0|0|6|EMPRESAS|0|1
32000560|J|104592.93|0|0|0|0|0|0|8|EMPRESAS|0|1
15147903|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
1378740|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
43784014|J|73174.17|0|0|0|0|0|0|16|EMPRESAS|0|1
8275250|F|0|0|0|0|0|0|0|6|EMPRESAS|0|1
35637368|J|88751.76|0|0|0|0|0|0|2|INSTITUCIONES|0|1
37097514|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|1
364599|F|0|0|0|0|0|0|0|6|EMPRESAS|0|1
23239337|J|44092.91|0|0|0|0|0|0|8|EMPRESAS|0|1
14319393|J|579045.42|0|2.14|0|0|0|0|6|EMPRESAS|0|1
19597088|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
23217691|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
36766375|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
28250999|J|292704.44|0|0|0|0|0|0|2|INSTITUCIONES|0|1
8142976|J|1236834.5|0|0|0|0|0|0|8|EMPRESAS|0|1
14986555|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
39314807|J|232059.75|67000|46700.29|0|0|0|0|6|EMPRESAS|0|1
47130557|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
28358085|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
39666691|J|1873892.03|0|0|0|0|0|0|6|EMPRESAS|0|1
7996877|F|375855|0|0|0|0|0|0|6|EMPRESAS|0|1
6550349|J|8762680.2|10648.26|396.13|0|0|0|0|23|INSTITUCIONES|0|1
34809237|J|61388.02|0|0|0|0|0|0|6|EMPRESAS|0|1
30946011|J|192709.44|0|0|0|0|0|0|23|INSTITUCIONES|0|1
39932767|J|3.56|0|0|0|0|0|0|41|INSTITUCIONES|0|1
4425763|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|1
3078817|J|466918.95|0|0|0|0|0|0|6|EMPRESAS|0|1
7996170|J|32081.42|267320.69|0|0|0|0|0|6|EMPRESAS|0|1
27968249|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
42037186|J|2346|0|0|0|0|0|0|6|EMPRESAS|0|1
1330229|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
914028|F|4450989.08|0|0|0|0|0|0|6|EMPRESAS|0|1
44366623|J|18934.56|0|0|0|0|0|0|6|EMPRESAS|0|1
10642318|J|89636272.01|0|0|0|0|0|0|6|EMPRESAS|0|1
25665980|J|2635235.11|0|134.54|0|0|0|0|6|EMPRESAS|0|1
40614352|J|22653725.23|0|0|0|0|0|0|23|INSTITUCIONES|0|1
42266172|J|42868.97|0|0|0|0|0|0|2|INSTITUCIONES|0|1
31125435|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
39740784|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
6958881|J|2792103.44|0|0|0|842335.05|0|0|6|EMPRESAS|0|1
11719879|J|43134.31|0|0|0|166850.95|0|0|6|EMPRESAS|0|1
38086812|J|1023911.68|0|0|0|0|0|0|6|EMPRESAS|0|1
41978792|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
30659832|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
35046890|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
44396320|J|9672.09|0|0|0|0|0|0|6|EMPRESAS|0|1
4934070|J|1044579.95|20055900|0|0|0|0|0|8|EMPRESAS|0|1
46258951|J|0|0|0|0|0|0|0|6|EMPRESAS|0|0
13607044|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
45142539|J|8868.46|0|0|0|0|0|0|6|EMPRESAS|0|0
27122347|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
1459156|J|1280170.94|0|0|0|0|0|0|6|EMPRESAS|0|1
27480881|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
29167878|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
42306049|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
30626120|J|1803614.53|0|0|0|0|0|0|6|EMPRESAS|0|1
29543393|J|0|0|0|0|0|0|0|6|EMPRESAS|0|0
7936648|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
34362645|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
13207027|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
38379501|J|70283.07|0|0|0|0|0|0|6|EMPRESAS|0|1
27168810|J|0|0|151.67|0|0|0|0|6|EMPRESAS|0|0
1035552|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
1034871|J|396138.45|0|0|0|66838050.41|0|0|6|EMPRESAS|0|1
26150268|J|172377|0|0|0|0|0|0|6|EMPRESAS|0|1
36088130|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
20247075|J|355871.15|0|0|0|0|0|0|6|EMPRESAS|0|1
1687080|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
40474357|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
33506109|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
33814104|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
32286493|J|833365.83|0|0|0|8353448.28|0|0|6|EMPRESAS|0|1
19523218|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
31283493|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
38325558|J|0.61|0|0|0|0|0|0|6|EMPRESAS|0|1
37943904|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
29703738|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
7912753|J|1793222.02|0|30.47|0|0|0|0|6|EMPRESAS|0|1
7952959|J|136641.04|0|0|0|4756709.28|0|0|6|EMPRESAS|0|1
31085902|J|0|0|0|0|0|0|0|23|INSTITUCIONES|0|1
29853009|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
2124614|J|46147.86|0|0|0|0|0|0|6|EMPRESAS|0|1
7927165|J|47078.54|246573.36|0|0|0|0|0|6|EMPRESAS|0|1
7731248|J|2431361.26|0|0|0|0|0|0|6|EMPRESAS|0|1
37774307|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
2338770|J|27332827.33|0|0|0|0|0|0|6|EMPRESAS|0|1
39569947|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
1020368|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
6156836|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
39201167|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
27251180|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
8076953|J|148936.84|0|0|0|0|0|0|6|EMPRESAS|0|1
26048526|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
36693780|J|551778.09|0|0|0|0|0|0|6|EMPRESAS|0|1
47557597|J|77316.3|0|0|0|0|0|0|6|EMPRESAS|0|1
37077044|J|7521.57|0|0|0|0|0|0|6|EMPRESAS|0|1
37304915|J|0.08|0|0|0|0|0|0|6|EMPRESAS|0|0
41813205|J|895883.43|0|0|0|0|0|0|43|INSTITUCIONES|0|1
1328704|J|480221.19|3480014.04|0|0|7605000|0|0|6|EMPRESAS|0|1
25982414|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
34543333|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
1102182|J|0|0|0|0|0|0|0|8|EMPRESAS|0|1
25506496|J|0|0|70.47|0|0|0|0|6|EMPRESAS|0|1
36400559|J|3923.56|0|0|0|0|0|0|6|EMPRESAS|0|1
41517205|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
41345581|J|326605.07|0|0|0|0|0|0|6|EMPRESAS|0|1
6128242|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
38542477|J|1103741.45|0|0|0|0|0|0|6|EMPRESAS|0|1
2881714|J|1782423.7|0|0|0|0|0|0|23|INSTITUCIONES|0|1
36612076|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|1
1029719|J|19798995.29|3639370.29|0|0|0|0|0|6|EMPRESAS|0|1
900480|J|1213818.67|0|0|0|0|0|0|6|EMPRESAS|0|1
27790109|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
25586712|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
26000300|J|0|0|0|0|0|0|0|23|INSTITUCIONES|0|1
45039941|J|812.52|0|0|0|0|0|0|6|EMPRESAS|0|1
7754955|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
14350842|J|123636.67|0|0|0|0|0|0|6|EMPRESAS|0|1
12299027|J|0|0|0|0|0|0|0|42|INSTITUCIONES|0|1
41037797|J|1201299.52|0|0|0|0|0|0|8|EMPRESAS|0|1
26865067|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
40915924|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|0
34449080|J|1833.88|0|0|0|0|0|0|6|EMPRESAS|0|1
32242705|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
26785196|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
25873257|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
41692903|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|1
30432177|J|1267.4|0|0|0|0|0|0|42|INSTITUCIONES|0|1
15156279|J|0|0|0|0|0|0|0|36|EMPRESAS|0|1
32225295|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
26821051|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
39541646|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|1
28417544|J|87.27|0|0|0|0|0|0|2|INSTITUCIONES|0|1
25257671|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
31946536|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
44620623|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
11920849|J|41778.72|0|136.68|0|0|0|0|6|EMPRESAS|0|1
25835832|J|3676938.42|0|0|0|0|0|0|6|EMPRESAS|0|1
5779985|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
30897329|J|0|0|0|0|0|0|0|23|INSTITUCIONES|0|1
44641259|J|854450.38|0|0|0|0|0|0|6|EMPRESAS|0|1
43812890|J|805.32|0|0|0|0|0|0|6|EMPRESAS|0|1
29714478|J|0|0|0|0|0|0|0|23|INSTITUCIONES|0|1
2733498|J|182718.37|0|0|0|1525033.06|0|0|6|EMPRESAS|0|1
28702728|J|0|0|0|0|0|0|0|23|INSTITUCIONES|0|1
28954263|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
44498886|J|29333|0|0|0|0|0|0|6|EMPRESAS|0|1
31797533|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
32608192|J|291790.55|0|0|0|0|0|0|6|EMPRESAS|0|1
33436209|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
7069527|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
25894597|J|0|43035.48|0|0|0|0|0|23|INSTITUCIONES|0|1
46789905|J|586753.47|0|0|0|0|0|0|6|EMPRESAS|0|1
47019551|J|852086.3|0|0|0|0|0|0|6|EMPRESAS|0|1
32170763|J|0|0|0|0|0|0|0|43|INSTITUCIONES|0|0
24512005|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
44507528|J|6182.86|3134992.97|0|0|0|0|0|6|EMPRESAS|0|1
15940203|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
21273453|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
26461602|J|758.47|0|0|0|0|0|0|6|EMPRESAS|0|1
45847331|J|65643.3|0|0|0|0|0|0|36|EMPRESAS|0|1
8102138|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
12933379|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
26715449|J|13476.55|0|91.41|0|112742.8|0|0|6|EMPRESAS|0|1
21311922|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
24363780|J|0|0|0|0|0|0|0|42|INSTITUCIONES|0|1
27026934|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|1
44658828|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
48062333|J|0|0|0|0|0|0|0|6|EMPRESAS|0|0
23847913|J|0|0|0|0|0|0|0|23|INSTITUCIONES|0|1
31454526|J|839108.38|0|0|0|0|0|0|6|EMPRESAS|0|1
15425573|FA|93860.77|0|3480119.41|0|0|0|0|6|EMPRESAS|0|1
37675401|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
16006556|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
29548661|J|68158.3|0|0|0|9266064.49|0|0|6|EMPRESAS|0|1
12636323|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
25443661|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
18013168|J|0|0|2.14|0|0|0|0|6|EMPRESAS|0|0
26551262|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|0
26563361|J|850467.83|0|0|0|0|0|0|6|EMPRESAS|0|1
21057055|J|43100.6|0|0|0|0|0|0|6|EMPRESAS|0|0
34944846|J|6.64|297261.75|0|0|0|0|0|2|INSTITUCIONES|0|1
41769400|J|22168.16|0|0|0|0|0|0|6|EMPRESAS|0|1
24000737|J|1289191.11|0|0|0|0|0|0|6|EMPRESAS|0|1
22160505|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
25578632|J|834406.7|0|2295.76|0|18613709.18|0|0|6|EMPRESAS|0|1
26678331|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
24429193|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
22895251|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
4368563|J|405305.94|0|0|0|0|0|0|6|EMPRESAS|0|1
32977174|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
43990817|J|35742.37|0|0|0|0|0|0|6|EMPRESAS|0|1
25633320|J|2071258.59|0|0|0|0|0|0|6|EMPRESAS|0|1
11795109|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
46445171|J|912789.11|0|0|0|0|0|0|6|EMPRESAS|0|1
9905288|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
4665485|J|132077.3|0|0|0|0|0|0|8|EMPRESAS|0|1
16752098|J|8703685.29|0|0|0|0|0|0|6|EMPRESAS|0|1
36312611|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
9782278|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
47856255|J|0|0|0|0|0|0|0|6|EMPRESAS|0|0
23093650|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
40232334|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|0
39277785|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|0
38003887|J|3581.14|0|0|0|0|0|0|6|EMPRESAS|0|1
5548245|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
34407539|J|87672.26|0|0|0|0|0|0|6|EMPRESAS|0|1
30985061|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
1518990|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
44623318|J|18695.8|0|0|0|0|0|0|6|EMPRESAS|0|1
1686504|J|110641.27|0|0|0|0|0|0|6|EMPRESAS|0|1
14809751|J|0|0|0|0|0|0|0|8|EMPRESAS|0|1
30089075|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
40186839|J|407861.44|0|0|0|18066738.23|0|0|6|EMPRESAS|0|1
37930042|J|3732305.75|0|0|0|0|0|0|6|EMPRESAS|0|1
36159248|FA|0|0|0|0|0|0|0|6|EMPRESAS|0|1
32135850|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
45261895|J|18071.31|0|0|0|0|0|0|6|EMPRESAS|0|1
18162787|J|0|0|0|0|0|0|0|42|INSTITUCIONES|0|1
275913|J|248215.5|0|0|0|0|0|0|6|EMPRESAS|0|1
26955417|J|0|0|132.41|0|0|0|0|6|EMPRESAS|0|1
31699001|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|0
17667684|J|0|0|0|0|0|0|0|6|EMPRESAS|0|1
9866761|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|0
2147592|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|0
38141381|J|27150.29|0|0|0|0|0|0|6|EMPRESAS|0|0
36600930|J|0|0|0|0|0|0|0|10|INSTITUCIONES|0|1
43697608|J|112590.68|0|0|0|0|0|0|6|EMPRESAS|0|1
6368198|J|0|0|0|0|0|0|0|2|INSTITUCIONES|0|1
14896929|J|0|0|0|0|0|0|0|41|INSTITUCIONES|0|1
